ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS,Estado
5056122,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,365243,1,0,0,0,,2.0,0,0
5056127,M,N,Y,0,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17569,-5148,1,0,0,0,Laborers,2.0,0,0
5056130,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-12921,-1679,1,0,0,0,Laborers,1.0,0,0
5056132,F,Y,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-20077,-11692,1,1,0,0,Low-skill Laborers,2.0,0,0
5056134,M,Y,Y,0,202500.0,Working,Incomplete higher,Married,House / apartment,-17242,-857,1,0,1,0,Security staff,2.0,C,1
5056142,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-23424,-14887,1,0,0,0,Laborers,2.0,C,1
5056151,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15053,-1131,1,0,0,0,Managers,2.0,0,0
5056159,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18067,-6517,1,1,1,1,High skill tech staff,2.0,C,1
5056165,F,N,N,0,208350.0,Pensioner,Higher education,Married,House / apartment,-21775,365243,1,0,0,0,,2.0,C,1
5056175,F,N,Y,2,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10081,-249,1,0,0,0,Sales staff,4.0,C,1
5056178,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-9663,-218,1,0,0,0,,2.0,C,1
5056184,F,N,Y,0,38700.0,Working,Secondary / secondary special,Married,House / apartment,-17645,-9349,1,0,0,0,,2.0,0,0
5056185,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14120,-2103,1,0,0,0,,2.0,0,0
5056186,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10032,-795,1,0,0,0,Laborers,2.0,C,1
5056192,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19950,365243,1,0,0,0,,2.0,C,1
5056200,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-21884,-1496,1,0,1,0,High skill tech staff,2.0,C,1
5056227,F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,-12729,-4936,1,1,0,0,Cleaning staff,2.0,C,1
5058254,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-8565,-423,1,0,0,1,Core staff,3.0,0,0
5058270,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19607,-4288,1,0,0,0,Low-skill Laborers,2.0,0,0
5058296,F,Y,Y,0,162000.0,State servant,Higher education,Married,House / apartment,-17824,-1700,1,0,0,0,Managers,2.0,0,0
5058305,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-22466,-12870,1,1,1,0,Managers,2.0,C,1
5058315,F,N,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,-20704,365243,1,0,1,0,,1.0,0,0
5058316,F,N,Y,0,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17158,-6809,1,0,0,0,Laborers,2.0,C,1
5058321,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10940,-1392,1,0,0,0,,2.0,0,0
5058335,F,N,Y,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,-19896,-1574,1,1,0,0,High skill tech staff,2.0,0,0
5058355,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9888,-2031,1,0,0,0,Laborers,2.0,0,0
5058358,M,Y,N,0,540000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-10499,-1727,1,0,0,0,Sales staff,1.0,0,0
5058365,F,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21476,365243,1,0,0,0,,1.0,0,0
5058366,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-20125,365243,1,0,0,0,,1.0,C,1
5058369,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17468,-355,1,1,1,0,,2.0,C,1
5058373,F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-11549,-1086,1,0,0,0,Drivers,3.0,0,0
5058378,F,N,N,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18026,-9152,1,0,1,0,Laborers,2.0,0,0
5058382,F,N,N,0,112500.0,Working,Higher education,Single / not married,House / apartment,-9431,-143,1,0,0,0,Core staff,1.0,0,0
5058383,M,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21031,365243,1,0,0,0,,2.0,0,0
5058390,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15322,-1331,1,0,0,0,,2.0,0,0
5058392,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19340,365243,1,0,1,0,,1.0,C,1
5058396,F,N,Y,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-18651,-7752,1,1,1,0,,2.0,C,1
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-12843,-2609,1,0,0,0,Managers,2.0,0,0
5058411,M,Y,N,0,270000.0,Working,Incomplete higher,Single / not married,With parents,-10844,-1086,1,0,0,0,,1.0,C,1
5058414,F,N,Y,1,108000.0,State servant,Secondary / secondary special,Married,House / apartment,-14028,-3277,1,0,0,0,Core staff,3.0,0,0
5058428,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-14504,-2518,1,0,0,0,Accountants,3.0,C,1
5058450,F,N,Y,0,85500.0,State servant,Secondary / secondary special,Married,House / apartment,-13894,-2457,1,0,0,0,Core staff,2.0,C,1
5058451,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-17366,-2426,1,0,0,0,Managers,2.0,C,1
5058460,F,N,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12486,-1816,1,0,0,0,Laborers,4.0,0,0
5058468,M,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-10209,-873,1,0,0,0,Security staff,3.0,C,1
5058474,M,Y,Y,0,225000.0,Pensioner,Higher education,Separated,House / apartment,-20689,365243,1,0,0,0,,1.0,0,0
5058484,M,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15213,-1331,1,0,0,0,Drivers,1.0,C,1
5058513,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8722,-996,1,0,0,0,Drivers,3.0,0,0
5058521,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Married,With parents,-14585,-3400,1,1,1,0,Laborers,2.0,0,0
5058526,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21850,365243,1,0,0,0,,2.0,C,1
5058527,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,1.0,C,1
5058533,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21529,365243,1,0,1,0,,2.0,C,1
5058541,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23563,365243,1,0,1,0,,2.0,0,0
5058547,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15914,-5379,1,0,0,0,Private service staff,1.0,C,1
5058549,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-19789,-3673,1,0,0,0,Managers,1.0,0,0
5058551,M,Y,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9898,-1178,1,0,0,0,Laborers,1.0,C,1
5058554,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23197,365243,1,0,0,0,,2.0,C,1
5061065,M,Y,N,0,256500.0,Pensioner,Higher education,Married,House / apartment,-21913,365243,1,0,1,0,,2.0,C,1
5061072,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15380,-167,1,1,1,0,Sales staff,2.0,0,0
5061073,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19535,-259,1,1,0,0,Laborers,2.0,0,0
5061074,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-14926,-3242,1,1,0,0,,2.0,0,0
5061080,M,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-10734,-2511,1,0,1,0,,2.0,0,0
5061083,F,N,N,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-20363,-6679,1,1,0,0,Cleaning staff,1.0,0,0
5061085,F,N,N,0,139500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9483,-776,1,0,0,1,Core staff,1.0,C,1
5061086,F,Y,N,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11128,-3242,1,1,0,0,Sales staff,5.0,C,1
5061099,M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9552,-1567,1,0,0,0,Cooking staff,1.0,C,1
5061102,M,Y,N,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,-12989,-1598,1,1,1,0,Core staff,4.0,0,0
5061106,M,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15771,-4003,1,0,0,0,Core staff,3.0,0,0
5061110,M,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-20008,-5585,1,0,0,0,Security staff,2.0,0,0
5061120,F,N,Y,1,324000.0,State servant,Higher education,Married,House / apartment,-13482,-4795,1,0,0,0,Managers,3.0,C,1
5061133,M,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,-19113,-2816,1,0,1,1,Core staff,2.0,0,0
5061135,F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,-14228,-5950,1,0,0,0,Core staff,4.0,0,0
5061139,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21454,365243,1,0,0,0,,2.0,C,1
5061148,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19032,-412,1,1,0,0,Laborers,2.0,C,1
5061178,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12616,-777,1,0,0,0,Laborers,2.0,C,1
5061193,F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,-11567,-655,1,0,0,1,Sales staff,3.0,C,1
5061201,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23181,365243,1,0,1,0,,1.0,C,1
5061203,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-10905,-1873,1,0,0,1,Laborers,4.0,C,1
5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17754,-1689,1,0,0,0,Drivers,15.0,0,0
5061212,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-18973,-4489,1,0,1,1,Laborers,1.0,0,0
5061220,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20831,-1142,1,0,0,1,Cleaning staff,2.0,C,1
5061226,M,Y,Y,0,222750.0,Working,Higher education,Married,House / apartment,-16944,-1324,1,0,0,0,Drivers,2.0,C,1
5061245,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,1,0,0,0,,2.0,C,1
5061265,F,N,Y,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-16692,-1901,1,0,0,0,Sales staff,2.0,0,0
5061268,F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-14395,-989,1,0,1,0,,2.0,0,0
5061270,F,Y,Y,0,85500.0,Working,Higher education,Married,House / apartment,-18438,-9724,1,0,1,0,Core staff,2.0,C,1
5061282,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14216,-6649,1,1,1,0,,2.0,C,1
5061286,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23021,365243,1,0,0,0,,2.0,C,1
5061296,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,With parents,-15675,-8691,1,1,1,0,Medicine staff,2.0,C,1
5061307,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19317,-6590,1,1,1,1,Laborers,2.0,C,1
5061317,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,-15050,-1628,1,0,0,0,Managers,3.0,0,0
5061324,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21080,-4369,1,1,1,0,High skill tech staff,2.0,C,1
5061332,F,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13399,-1386,1,0,0,0,High skill tech staff,3.0,0,0
5061334,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24302,365243,1,0,0,0,,1.0,C,1
5061344,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19754,-2207,1,1,1,0,Laborers,2.0,C,1
5061346,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21622,365243,1,0,0,0,,2.0,C,1
5061352,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18313,-4946,1,0,0,0,Core staff,1.0,0,0
5061354,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13048,-440,1,0,0,1,Private service staff,3.0,0,0
5061358,M,N,Y,0,65250.0,Pensioner,Higher education,Married,House / apartment,-20872,365243,1,0,0,0,,2.0,C,1
5061362,M,Y,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,-9435,-532,1,0,0,0,Drivers,1.0,C,1
5061368,F,N,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17068,-8325,1,0,0,0,Laborers,2.0,C,1
5061376,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-19751,-2847,1,0,0,1,,2.0,0,0
5061381,M,Y,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-16009,-4642,1,0,0,0,Sales staff,2.0,0,0
5061390,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21056,365243,1,0,1,0,,1.0,C,1
5061400,F,N,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-16354,365243,1,0,0,0,,1.0,C,1
5061403,F,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13014,-1386,1,0,0,1,Laborers,4.0,0,0
5061418,F,N,Y,0,270000.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,-14609,-1842,1,1,1,0,Sales staff,2.0,C,1
5061428,M,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13764,-1111,1,0,0,0,,2.0,0,0
5061430,F,N,Y,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23843,365243,1,0,1,0,,2.0,C,1
5061434,F,N,Y,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13434,-3515,1,0,0,1,,1.0,C,1
5061438,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-21271,-14473,1,0,0,1,High skill tech staff,3.0,C,1
5061449,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18114,-10121,1,0,0,0,High skill tech staff,2.0,C,1
5061467,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11794,-1720,1,1,1,0,Laborers,2.0,1,0
5061469,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-10831,-1263,1,0,0,0,Laborers,3.0,0,0
5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-9615,-2266,1,0,0,1,Managers,3.0,C,1
5061484,M,Y,Y,3,270000.0,Commercial associate,Higher education,Married,House / apartment,-13964,-836,1,0,0,1,Drivers,5.0,C,1
5061488,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-15948,-9359,1,0,0,0,,3.0,C,1
5061503,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21464,365243,1,0,0,0,,2.0,0,0
5061512,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18767,-1842,1,0,0,0,Cleaning staff,2.0,0,0
5061525,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23733,365243,1,0,0,1,,1.0,0,0
5061528,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14152,-4673,1,0,0,0,,3.0,C,1
5061547,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24121,365243,1,0,0,0,,2.0,0,0
5061557,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15047,-1720,1,1,0,0,Laborers,2.0,C,1
5061560,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18759,365243,1,0,0,0,,2.0,0,0
5061569,F,N,N,0,189000.0,Working,Secondary / secondary special,Married,Municipal apartment,-18452,-137,1,0,0,0,Laborers,2.0,0,0
5061578,F,N,Y,0,495000.0,Commercial associate,Higher education,Married,House / apartment,-19682,-3880,1,0,1,1,Managers,2.0,C,1
5061598,F,N,Y,0,62653.5,Working,Secondary / secondary special,Separated,House / apartment,-19658,-320,1,1,1,0,Sales staff,1.0,C,1
5061603,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24530,365243,1,0,0,0,,2.0,0,0
5061607,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11378,-867,1,0,1,0,Drivers,3.0,C,1
5061618,M,Y,Y,0,427500.0,State servant,Incomplete higher,Single / not married,Rented apartment,-11943,-3150,1,0,1,0,High skill tech staff,1.0,0,0
5061623,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,With parents,-9181,-320,1,0,0,0,Medicine staff,1.0,C,1
5061626,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22286,365243,1,0,0,0,,1.0,0,0
5061636,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21664,365243,1,0,1,0,,2.0,C,1
5061646,M,N,Y,1,157500.0,State servant,Incomplete higher,Married,House / apartment,-8948,-1751,1,0,0,0,Core staff,3.0,C,1
5061653,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16859,-1659,1,1,1,0,Drivers,2.0,0,0
5061676,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11822,-4246,1,0,0,0,,2.0,C,1
5061688,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,-9122,-1567,1,0,0,1,Waiters/barmen staff,3.0,C,1
5061693,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19666,365243,1,0,0,0,,2.0,0,0
5061694,M,N,Y,0,157500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-13463,-1993,1,0,0,0,Security staff,1.0,C,1
5061712,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,-24295,365243,1,0,0,0,,1.0,C,1
5061753,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23035,365243,1,0,1,0,,2.0,C,1
5061755,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,-11262,-563,1,0,0,1,Accountants,3.0,C,1
5061773,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21049,365243,1,0,0,0,,1.0,0,0
5061784,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14185,-958,1,0,1,1,Laborers,3.0,C,1
5061789,F,N,N,0,113400.0,Pensioner,Higher education,Married,House / apartment,-20219,365243,1,0,0,0,,2.0,0,0
5061793,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10594,-2116,1,0,0,1,Security staff,1.0,C,1
5061796,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20924,-1050,1,0,0,0,Cleaning staff,1.0,0,0
5061811,F,N,Y,0,112500.0,Working,Incomplete higher,Single / not married,Rented apartment,-8347,-1598,1,0,0,0,Laborers,1.0,0,0
5061828,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22616,365243,1,0,0,0,,2.0,C,1
5061835,M,Y,Y,0,180000.0,State servant,Lower secondary,Married,House / apartment,-16352,-3972,1,1,1,0,Laborers,2.0,C,1
5061837,F,Y,Y,0,225000.0,Working,Higher education,Separated,Rented apartment,-11031,-137,1,1,0,0,,1.0,C,1
5061842,M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21438,-471,1,1,1,0,Drivers,2.0,C,1
5061843,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19654,-1751,1,0,1,0,,2.0,C,1
5061850,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12590,-928,1,0,0,0,High skill tech staff,3.0,0,0
5061851,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-13202,-137,1,0,0,0,,3.0,C,1
5061854,F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20147,365243,1,0,0,0,,2.0,C,1
5061856,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8955,-1171,1,1,0,0,Sales staff,1.0,0,0
5061860,M,N,N,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-11265,-1628,1,0,0,0,Core staff,2.0,0,0
5061861,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10436,-1020,1,0,0,0,Laborers,3.0,0,0
5061865,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18443,365243,1,0,0,0,,2.0,0,0
5061873,F,Y,Y,1,171000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11095,-1993,1,0,0,1,,3.0,C,1
5061896,M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,-16833,-3515,1,0,0,1,Core staff,3.0,0,0
5061906,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16940,-563,1,0,0,0,Laborers,2.0,0,0
5061913,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22898,365243,1,0,0,1,,1.0,C,1
5061916,M,Y,Y,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24000,365243,1,0,0,0,,2.0,C,1
5061925,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20544,365243,1,0,0,0,,2.0,C,1
5061939,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-15608,-2755,1,0,0,0,Laborers,3.0,C,1
5061943,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23183,365243,1,0,1,0,,1.0,0,0
5061948,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13561,-1294,1,1,1,0,Laborers,2.0,C,1
5061955,F,N,N,0,90000.0,State servant,Higher education,Married,Rented apartment,-15859,-1536,1,0,0,0,Core staff,2.0,0,0
5061965,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22897,-1812,1,0,0,0,Managers,2.0,0,0
5061973,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13299,-1628,1,0,0,0,Laborers,2.0,C,1
5061991,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-9046,-1202,1,1,1,1,,1.0,0,0
5061999,M,N,Y,0,216000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14298,-2207,1,0,0,0,Core staff,1.0,0,0
5062005,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21663,365243,1,0,0,1,,2.0,C,1
5062011,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11342,-2389,1,0,0,0,,1.0,0,0
5062023,F,N,Y,0,139500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20514,-5707,1,0,1,0,,2.0,C,1
5062029,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-16767,-6195,1,0,0,0,Accountants,2.0,0,0
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-9688,-593,1,0,1,1,,1.0,C,1
5062037,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20121,365243,1,0,0,0,,2.0,C,1
5062043,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,With parents,-14805,-1812,1,0,1,0,Sales staff,1.0,0,0
5062062,F,N,Y,1,157500.0,Working,Secondary / secondary special,Widow,House / apartment,-17985,-1812,1,0,0,0,Sales staff,2.0,0,0
5062063,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12847,-1111,1,1,1,0,Sales staff,3.0,C,1
5062067,F,N,Y,0,92250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23105,365243,1,0,0,0,,1.0,C,1
5062069,M,Y,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24577,365243,1,0,0,0,,2.0,C,1
5062071,M,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12715,-5707,1,1,1,0,,2.0,0,0
5062074,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17758,-2054,1,0,0,0,Laborers,2.0,0,0
5062075,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21392,365243,1,0,0,0,,2.0,0,0
5062077,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13495,-259,1,0,0,0,Sales staff,2.0,0,0
5062079,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10535,-3819,1,1,1,0,Laborers,2.0,0,0
5062085,M,N,Y,0,234000.0,Commercial associate,Higher education,Married,House / apartment,-14064,-1111,1,1,1,0,Sales staff,2.0,C,1
5062092,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10171,-1812,1,1,1,0,High skill tech staff,1.0,C,1
5062096,M,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19011,-3273,1,0,0,0,Drivers,2.0,C,1
5062098,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19008,-3607,1,0,0,0,Managers,2.0,C,1
5062110,M,Y,Y,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,-11736,-1171,1,0,0,0,,4.0,0,0
5062113,M,Y,Y,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,-17067,-1720,1,0,1,1,High skill tech staff,2.0,C,1
5062119,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,With parents,-19523,-259,1,0,0,0,,1.0,0,0
5062125,F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,Rented apartment,-14575,-2146,1,0,0,1,Laborers,3.0,C,1
5062128,F,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-10585,-3880,1,0,1,1,Core staff,2.0,0,0
5062131,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22129,365243,1,0,0,0,,2.0,0,0
